[
[301001, {"_id":301001,"name":"雷霆法神","MHP":10000000,"mp":0,"MinDEF":1000,"MaxDEF":5000,"MinMDEF":1000,"MaxMDEF":5000,"MinATK":1200,"MaxATK":60000,"MinMATK":12000,"MaxMATK":60000,"DODGE":10,"HIT":20,"minStayTime":2500,"maxStayTime":2500,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000042, {"_id":13000042,"name":"尸卫","MHP":5130,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":118,"MaxATK":221,"MinMATK":118,"MaxMATK":221,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000043, {"_id":13000043,"name":"毒蜘蛛","MHP":16200,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":140,"MaxATK":260,"MinMATK":140,"MaxMATK":260,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000044, {"_id":13000044,"name":"半兽人","MHP":5400,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":125,"MaxATK":234,"MinMATK":125,"MaxMATK":234,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000045, {"_id":13000045,"name":"黑野猪","MHP":17550,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":154,"MaxATK":286,"MinMATK":154,"MaxMATK":286,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000046, {"_id":13000046,"name":"墓穴恶蛆","MHP":5940,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":133,"MaxATK":247,"MinMATK":133,"MaxMATK":247,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000047, {"_id":13000047,"name":"红野猪","MHP":22680,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":280,"MaxATK":520,"MinMATK":280,"MaxMATK":520,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000048, {"_id":13000048,"name":"沃玛守卫","MHP":24300,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":315,"MaxATK":585,"MinMATK":315,"MaxMATK":585,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000049, {"_id":13000049,"name":"红蛇","MHP":27000,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":244,"MaxATK":455,"MinMATK":244,"MaxMATK":455,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000050, {"_id":13000050,"name":"暗黑战士","MHP":32400,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":266,"MaxATK":494,"MinMATK":266,"MaxMATK":494,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000051, {"_id":13000051,"name":"跳跳蜂","MHP":6804,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":112,"MaxATK":208,"MinMATK":112,"MaxMATK":208,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000052, {"_id":13000052,"name":"邪恶钳虫","MHP":7182,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":118,"MaxATK":221,"MinMATK":118,"MaxMATK":221,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000053, {"_id":13000053,"name":"旱魃","MHP":22680,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":140,"MaxATK":260,"MinMATK":140,"MaxMATK":260,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000054, {"_id":13000054,"name":"巨鼠","MHP":7560,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":125,"MaxATK":234,"MinMATK":125,"MaxMATK":234,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000055, {"_id":13000055,"name":"火焰沃玛","MHP":24570,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":154,"MaxATK":286,"MinMATK":154,"MaxMATK":286,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000056, {"_id":13000056,"name":"穿山甲","MHP":8316,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":133,"MaxATK":247,"MinMATK":133,"MaxMATK":247,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000057, {"_id":13000057,"name":"虎蛇","MHP":31752,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":280,"MaxATK":520,"MinMATK":280,"MaxMATK":520,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000058, {"_id":13000058,"name":"祖玛卫士","MHP":34020,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":315,"MaxATK":585,"MinMATK":315,"MaxMATK":585,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000059, {"_id":13000059,"name":"威尔斯小虫","MHP":37800,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":244,"MaxATK":455,"MinMATK":244,"MaxMATK":455,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000060, {"_id":13000060,"name":"锲蛾","MHP":45360,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":266,"MaxATK":494,"MinMATK":266,"MaxMATK":494,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000061, {"_id":13000061,"name":"蛇蝎","MHP":8910,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":112,"MaxATK":208,"MinMATK":112,"MaxMATK":208,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000062, {"_id":13000062,"name":"沙漠鹰","MHP":9404,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":118,"MaxATK":221,"MinMATK":118,"MaxMATK":221,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000063, {"_id":13000063,"name":"半兽人","MHP":29700,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":140,"MaxATK":260,"MinMATK":140,"MaxMATK":260,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000064, {"_id":13000064,"name":"祖玛弓箭手","MHP":9900,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":125,"MaxATK":234,"MinMATK":125,"MaxMATK":234,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000065, {"_id":13000065,"name":"森林雪人","MHP":32174,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":154,"MaxATK":286,"MinMATK":154,"MaxMATK":286,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000066, {"_id":13000066,"name":"沙漠青蛇","MHP":10890,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":133,"MaxATK":247,"MinMATK":133,"MaxMATK":247,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000067, {"_id":13000067,"name":"剧毒蜈蚣","MHP":41580,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":280,"MaxATK":520,"MinMATK":280,"MaxMATK":520,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000068, {"_id":13000068,"name":"血炼猪卫","MHP":44550,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":315,"MaxATK":585,"MinMATK":315,"MaxMATK":585,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000069, {"_id":13000069,"name":"沙漠青蛇","MHP":49500,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":244,"MaxATK":455,"MinMATK":244,"MaxMATK":455,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000070, {"_id":13000070,"name":"牛魔勇士","MHP":59400,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":266,"MaxATK":494,"MinMATK":266,"MaxMATK":494,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000071, {"_id":13000071,"name":"虎蛇","MHP":11340,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":112,"MaxATK":208,"MinMATK":112,"MaxMATK":208,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000072, {"_id":13000072,"name":"天狼蜘蛛","MHP":11970,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":118,"MaxATK":221,"MinMATK":118,"MaxMATK":221,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000073, {"_id":13000073,"name":"月魔","MHP":37800,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":140,"MaxATK":260,"MinMATK":140,"MaxMATK":260,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000074, {"_id":13000074,"name":"黑鄂蜘蛛","MHP":12600,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":125,"MaxATK":234,"MinMATK":125,"MaxMATK":234,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000075, {"_id":13000075,"name":"沙漠苍狼","MHP":40950,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":154,"MaxATK":286,"MinMATK":154,"MaxMATK":286,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000076, {"_id":13000076,"name":"巨鼠","MHP":13860,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":133,"MaxATK":247,"MinMATK":133,"MaxMATK":247,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000077, {"_id":13000077,"name":"双头血魔","MHP":52920,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":280,"MaxATK":520,"MinMATK":280,"MaxMATK":520,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000078, {"_id":13000078,"name":"牛魔祭司","MHP":56700,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":315,"MaxATK":585,"MinMATK":315,"MaxMATK":585,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000079, {"_id":13000079,"name":"黄沙统领","MHP":63000,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":244,"MaxATK":455,"MinMATK":244,"MaxMATK":455,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000080, {"_id":13000080,"name":"幽灵","MHP":75600,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":266,"MaxATK":494,"MinMATK":266,"MaxMATK":494,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000081, {"_id":13000081,"name":"剧毒蜈蚣","MHP":14094,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":112,"MaxATK":208,"MinMATK":112,"MaxMATK":208,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000082, {"_id":13000082,"name":"尸卫","MHP":14876,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":118,"MaxATK":221,"MinMATK":118,"MaxMATK":221,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000083, {"_id":13000083,"name":"毒蜘蛛","MHP":46980,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":140,"MaxATK":260,"MinMATK":140,"MaxMATK":260,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000084, {"_id":13000084,"name":"半兽人","MHP":15660,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":125,"MaxATK":234,"MinMATK":125,"MaxMATK":234,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000085, {"_id":13000085,"name":"黑野猪","MHP":50894,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":154,"MaxATK":286,"MinMATK":154,"MaxMATK":286,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000086, {"_id":13000086,"name":"墓穴恶蛆","MHP":17226,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":133,"MaxATK":247,"MinMATK":133,"MaxMATK":247,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000087, {"_id":13000087,"name":"红野猪","MHP":65772,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":280,"MaxATK":520,"MinMATK":280,"MaxMATK":520,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000088, {"_id":13000088,"name":"沃玛守卫","MHP":70470,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":315,"MaxATK":585,"MinMATK":315,"MaxMATK":585,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000089, {"_id":13000089,"name":"红蛇","MHP":78300,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":244,"MaxATK":455,"MinMATK":244,"MaxMATK":455,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000090, {"_id":13000090,"name":"魔龙树蛙","MHP":93960,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":266,"MaxATK":494,"MinMATK":266,"MaxMATK":494,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000091, {"_id":13000091,"name":"月魔","MHP":17334,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":112,"MaxATK":208,"MinMATK":112,"MaxMATK":208,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000092, {"_id":13000092,"name":"祖玛弓箭手","MHP":18296,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":118,"MaxATK":221,"MinMATK":118,"MaxMATK":221,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000093, {"_id":13000093,"name":"森林雪人","MHP":57780,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":140,"MaxATK":260,"MinMATK":140,"MaxMATK":260,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000094, {"_id":13000094,"name":"沙漠青蛇","MHP":19260,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":125,"MaxATK":234,"MinMATK":125,"MaxMATK":234,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000095, {"_id":13000095,"name":"天狼蜘蛛","MHP":62594,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":154,"MaxATK":286,"MinMATK":154,"MaxMATK":286,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000096, {"_id":13000096,"name":"牛魔法老","MHP":21186,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":133,"MaxATK":247,"MinMATK":133,"MaxMATK":247,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000097, {"_id":13000097,"name":"黑鄂蜘蛛","MHP":80892,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":280,"MaxATK":520,"MinMATK":280,"MaxMATK":520,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000098, {"_id":13000098,"name":"魔龙斜眼","MHP":86670,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":315,"MaxATK":585,"MinMATK":315,"MaxMATK":585,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000099, {"_id":13000099,"name":"虎蛇","MHP":96300,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":244,"MaxATK":455,"MinMATK":244,"MaxMATK":455,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000100, {"_id":13000100,"name":"皇陵刀卫","MHP":115560,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":266,"MaxATK":494,"MinMATK":266,"MaxMATK":494,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000101, {"_id":13000101,"name":"半兽人","MHP":21060,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":112,"MaxATK":208,"MinMATK":112,"MaxMATK":208,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000102, {"_id":13000102,"name":"沙漠苍狼","MHP":22230,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":118,"MaxATK":221,"MinMATK":118,"MaxMATK":221,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000103, {"_id":13000103,"name":"巨鼠","MHP":70200,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":140,"MaxATK":260,"MinMATK":140,"MaxMATK":260,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000104, {"_id":13000104,"name":"双头血魔","MHP":23400,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":125,"MaxATK":234,"MinMATK":125,"MaxMATK":234,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000105, {"_id":13000105,"name":"牛魔祭司","MHP":76050,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":154,"MaxATK":286,"MinMATK":154,"MaxMATK":286,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000106, {"_id":13000106,"name":"黄沙统领","MHP":25740,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":133,"MaxATK":247,"MinMATK":133,"MaxMATK":247,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000107, {"_id":13000107,"name":"尸卫","MHP":98280,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":280,"MaxATK":520,"MinMATK":280,"MaxMATK":520,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[13000108, {"_id":13000108,"name":"毒蜘蛛","MHP":105300,"mp":0,"MinDEF":0,"MaxDEF":0,"MinMDEF":0,"MaxMDEF":0,"MinATK":315,"MaxATK":585,"MinMATK":315,"MaxMATK":585,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
